slno,Flow_ID, Source_IP, Source_Port, Destination_IP,Destination_Port, Protocol, Timestamp, Flow_Duration, Total_Fwd_Packets,Total_Length_of_Fwd_Packets, Fwd_Packet_Length_Max, Fwd_Packet_Length_Min,Flow_Bytes_per_second, Flow_Packets_per_second,Fwd_Packets_per_second, Min_Packet_Length, Max_Packet_Length, Packet_Length_ean, ACK_Flag_Count,Label
A1N0AEOEZV7ZWM,172.16.0.5-192.168.50.1-62469-8073-17,172.16.0.5,62469,192.168.50.1,8073,17,40:56.3,6139745,6,3096,516,516,504.2554699,0.977239283,0.977239283,516,516,516,0,Evasion or Adversarial Attack
A36JCWHDZW0JXY,172.16.0.5-192.168.50.1-62466-62046-17,172.16.0.5,62466,192.168.50.1,62046,17,40:51.4,3000752,4,2064,516,516,687.8275846,1.332999195,1.332999195,516,516,516,0,Poisoning or Causative Attack
A1B40VHNFY129X,172.16.0.5-192.168.50.1-6485-20664-17,172.16.0.5,6485,192.168.50.1,20664,17,40:35.8,3003957,4,2064,516,516,687.0937234,1.331576983,1.331576983,516,516,516,0,Trojan Attack
A22LUAIE4SMPGZ,172.16.0.5-192.168.50.1-62468-43938-17,172.16.0.5,62468,192.168.50.1,43938,17,41:00.8,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A3OE43295RWN74,172.16.0.5-192.168.50.1-62689-21630-17,172.16.0.5,62689,192.168.50.1,21630,17,40:08.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3OK0COYMR9WUK,172.16.0.5-192.168.50.1-62480-62144-17,172.16.0.5,62480,192.168.50.1,62144,17,40:22.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1ZP3UHZXPLJ0U,172.16.0.5-192.168.50.1-63154-45528-17,172.16.0.5,63154,192.168.50.1,45528,17,40:32.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3JV57W80SI5MX,172.16.0.5-192.168.50.1-62505-46952-17,172.16.0.5,62505,192.168.50.1,46952,17,40:34.4,5998619,6,3096,516,516,516.1187933,1.00023022,1.00023022,516,516,516,0,Poisoning or Causative Attack
AD6KPEXEHEH5N,172.16.0.5-192.168.50.1-62520-31760-17,172.16.0.5,62520,192.168.50.1,31760,17,39:59.5,6000860,6,3096,516,516,515.9260506,0.999856687,0.999856687,516,516,516,0,Trojan Attack
A133OLJFP564T1,172.16.0.5-192.168.50.1-63337-30728-17,172.16.0.5,63337,192.168.50.1,30728,17,40:41.9,6118203,6,3096,516,516,506.0309375,0.980680111,0.980680111,516,516,516,0,No Attack
A1HOXKR7OKJ1X1,172.16.0.5-192.168.50.1-62629-8057-17,172.16.0.5,62629,192.168.50.1,8057,17,40:34.5,3001197,4,2064,516,516,687.7255975,1.332801546,1.332801546,516,516,516,0,Evasion or Adversarial Attack
A2CFWPZX3VUF64,172.16.0.5-192.168.50.1-580-13244-17,172.16.0.5,580,192.168.50.1,13244,17,40:34.6,6004079,8,4128,516,516,687.5325924,1.332427505,1.332427505,516,516,516,0,No Attack
AUFES5GU717KT,172.16.0.5-192.168.50.1-33025-6815-17,172.16.0.5,33025,192.168.50.1,6815,17,41:00.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A1BMZEA51ZR6JD,172.16.0.5-192.168.50.1-62497-39475-17,172.16.0.5,62497,192.168.50.1,39475,17,39:55.5,9003385,8,4128,516,516,458.4942219,0.888554694,0.888554694,516,516,516,0,Poisoning or Causative Attack
A2MFQXDIPFDXGX,172.16.0.5-192.168.50.1-51941-51330-6,172.16.0.5,51941,192.168.50.1,51330,6,34:28.8,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A2N3BRPS0NS7FF,172.16.0.5-192.168.50.1-62466-41256-17,172.16.0.5,62466,192.168.50.1,41256,17,40:25.8,6167101,6,3096,516,516,502.0186957,0.972904449,0.972904449,516,516,516,0,No Attack
AYGJ96W5KQMUJ,172.16.0.5-192.168.50.1-54390-36674-6,172.16.0.5,54390,192.168.50.1,36674,6,34:29.2,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A2A0LMJKSRTKY2,172.16.0.5-192.168.50.1-62595-61320-17,172.16.0.5,62595,192.168.50.1,61320,17,39:55.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A2XA2823X5EPKE,172.16.0.5-192.168.50.1-45766-24436-6,172.16.0.5,45766,192.168.50.1,24436,6,34:27.8,108,2,0,0,0,0,37037.03704,18518.51852,0,0,0,1,Poisoning or Causative Attack
A265ZN83B11MSQ,172.16.0.5-192.168.50.1-51979-45394-6,172.16.0.5,51979,192.168.50.1,45394,6,34:28.8,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A1804Z5697O7SX,172.16.0.5-192.168.50.1-62546-25403-17,172.16.0.5,62546,192.168.50.1,25403,17,40:57.5,3000030,4,2064,516,516,687.9931201,1.33332,1.33332,516,516,516,0,No Attack
A25XCB9AMF34AE,172.16.0.5-192.168.50.1-580-18980-17,172.16.0.5,580,192.168.50.1,18980,17,40:57.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A15YB0DWQ815SY,172.16.0.5-192.168.50.1-62551-63457-17,172.16.0.5,62551,192.168.50.1,63457,17,40:12.7,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1ESKQMRVT5AAR,172.16.0.5-192.168.50.1-60581-38687-17,172.16.0.5,60581,192.168.50.1,38687,17,40:41.2,48,2,1032,516,516,21500000,41666.66667,41666.66667,516,516,516,0,Evasion or Adversarial Attack
A4WQ5WJZMLUQG,172.16.0.5-192.168.50.1-62468-7028-17,172.16.0.5,62468,192.168.50.1,7028,17,40:08.0,6000493,6,3096,516,516,515.9576055,0.99991784,0.99991784,516,516,516,0,Poisoning or Causative Attack
A2H6LERTQ3PHEU,172.16.0.5-192.168.50.1-62496-33260-17,172.16.0.5,62496,192.168.50.1,33260,17,39:45.0,3000565,4,2064,516,516,687.8704511,1.33308227,1.33308227,516,516,516,0,Trojan Attack
A3B4KVOTQT9TII,172.16.0.5-192.168.50.1-18774-51368-6,172.16.0.5,18774,192.168.50.1,51368,6,34:34.0,88,2,0,0,0,0,45454.54545,22727.27273,0,0,0,1,No Attack
A30T3R2JOVEVDP,172.16.0.5-192.168.50.1-62657-9964-17,172.16.0.5,62657,192.168.50.1,9964,17,40:02.9,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A10CF04CJZC05F,172.16.0.5-192.168.50.1-62731-18103-17,172.16.0.5,62731,192.168.50.1,18103,17,40:59.1,3001563,4,2064,516,516,687.6417387,1.332639028,1.332639028,516,516,516,0,No Attack
A281NPSIMI1C2R,172.16.0.5-192.168.50.1-62968-29589-17,172.16.0.5,62968,192.168.50.1,29589,17,39:25.3,3127915,4,2064,516,516,659.8644784,1.278807129,1.278807129,516,516,516,0,Evasion or Adversarial Attack
A25OQMK5WR76P8,172.16.0.5-192.168.50.1-62500-29175-17,172.16.0.5,62500,192.168.50.1,29175,17,40:00.0,2999638,4,2064,516,516,688.0830287,1.333494242,1.333494242,516,516,516,0,Poisoning or Causative Attack
A1BRY47PU9CIX9,172.16.0.5-192.168.50.1-63675-46285-17,172.16.0.5,63675,192.168.50.1,46285,17,39:57.5,5998656,6,3096,516,516,516.1156099,1.00022405,1.00022405,516,516,516,0,Trojan Attack
A31I1DOABV0APB,172.16.0.5-192.168.50.1-64808-64808-6,172.16.0.5,64808,192.168.50.1,64808,6,34:35.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A60Q11ZYE2U42,172.16.0.5-192.168.50.1-23776-23776-6,172.16.0.5,23776,192.168.50.1,23776,6,34:35.5,48,2,0,0,0,0,41666.66667,41666.66667,0,0,0,1,No Attack
A28RREP03HJZGU,172.16.0.5-192.168.50.1-27279-27279-6,172.16.0.5,27279,192.168.50.1,27279,6,34:41.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A8VBKZI1OHE8W,172.16.0.5-192.168.50.1-34227-46037-17,172.16.0.5,34227,192.168.50.1,46037,17,40:25.2,6007968,6,3096,516,516,515.3156608,0.998673761,0.998673761,516,516,516,0,Poisoning or Causative Attack
A1K3CH8AIXM7DE,172.16.0.5-192.168.50.1-63382-22333-17,172.16.0.5,63382,192.168.50.1,22333,17,40:26.1,5997411,6,3096,516,516,516.2227501,1.000431686,1.000431686,516,516,516,0,Trojan Attack
A2M3MWB9QHGZ97,172.16.0.5-192.168.50.1-62501-20019-17,172.16.0.5,62501,192.168.50.1,20019,17,40:06.4,6002404,6,3096,516,516,515.7933388,0.999599494,0.999599494,516,516,516,0,No Attack
A1KV2HEQG5N86S,172.16.0.5-192.168.50.1-62614-250-17,172.16.0.5,62614,192.168.50.1,250,17,40:54.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
AJXMQ2116MJER,172.16.0.5-192.168.50.1-62939-51754-17,172.16.0.5,62939,192.168.50.1,51754,17,40:41.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1WVOM1UQU9ZN0,172.16.0.5-192.168.50.1-580-11893-17,172.16.0.5,580,192.168.50.1,11893,17,39:31.1,7706720,10,5160,516,516,669.5455395,1.297568875,1.297568875,516,516,516,0,Evasion or Adversarial Attack
A2W3RO3ZLLX9N9,172.16.0.5-192.168.50.1-63652-65139-6,172.16.0.5,63652,192.168.50.1,65139,6,34:30.6,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
AL619MA80I8RE,172.16.0.5-192.168.50.1-62469-17928-17,172.16.0.5,62469,192.168.50.1,17928,17,40:34.1,3000051,4,2064,516,516,687.9883042,1.333310667,1.333310667,516,516,516,0,Trojan Attack
AI2GIQN8ANTOL,172.16.0.5-192.168.50.1-62467-6161-17,172.16.0.5,62467,192.168.50.1,6161,17,40:57.6,3000034,4,2064,516,516,687.9922028,1.333318222,1.333318222,516,516,516,0,No Attack
A1WLOJBYGZ49HL,172.16.0.5-192.168.50.1-62485-20724-17,172.16.0.5,62485,192.168.50.1,20724,17,40:42.5,5998739,6,3096,516,516,516.1084688,1.000210211,1.000210211,516,516,516,0,Evasion or Adversarial Attack
A2LUSYXY8NXYKW,172.16.0.5-192.168.50.1-62497-51351-17,172.16.0.5,62497,192.168.50.1,51351,17,39:31.0,5999993,6,3096,516,516,516.000602,1.000001167,1.000001167,516,516,516,0,No Attack
A2QDN143KAZK6T,172.16.0.5-192.168.50.1-9093-9093-6,172.16.0.5,9093,192.168.50.1,9093,6,34:32.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
A1TWAHERFJW5PH,172.16.0.5-192.168.50.1-62697-26748-17,172.16.0.5,62697,192.168.50.1,26748,17,40:36.0,3000427,4,2064,516,516,687.9020886,1.333143583,1.333143583,516,516,516,0,Poisoning or Causative Attack
A2G0773XS6R763,172.16.0.5-192.168.50.1-62592-43677-17,172.16.0.5,62592,192.168.50.1,43677,17,40:26.1,6005292,6,3096,516,516,515.5452891,0.999118777,0.999118777,516,516,516,0,Trojan Attack
A3UE3WHLZLCMBH,172.16.0.5-192.168.50.1-57143-40611-6,172.16.0.5,57143,192.168.50.1,40611,6,34:40.2,46,2,0,0,0,0,43478.26087,43478.26087,0,0,0,1,No Attack
A37QU23QG5SC48,172.16.0.5-192.168.50.1-29776-53654-6,172.16.0.5,29776,192.168.50.1,53654,6,34:35.7,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A3G5N7REKFVX0M,172.16.0.5-192.168.50.1-6271-6271-6,172.16.0.5,6271,192.168.50.1,6271,6,34:33.2,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
AEUTF9X5A9RE8,172.16.0.5-192.168.50.1-63154-34262-17,172.16.0.5,63154,192.168.50.1,34262,17,40:26.3,6000042,6,3096,516,516,515.996388,0.999993,0.999993,516,516,516,0,Poisoning or Causative Attack
A2T7GZ74MZI0MN,172.16.0.5-192.168.50.1-62781-9582-17,172.16.0.5,62781,192.168.50.1,9582,17,39:38.1,3000302,4,2064,516,516,687.9307483,1.333199125,1.333199125,516,516,516,0,Trojan Attack
A117ST5ZLY9YNK,172.16.0.5-192.168.50.1-62484-51941-17,172.16.0.5,62484,192.168.50.1,51941,17,40:50.9,3,2,1032,516,516,344000000,666666.6667,666666.6667,516,516,516,0,No Attack
A1EB9417KLZ2TZ,172.16.0.5-192.168.50.1-699-33978-17,172.16.0.5,699,192.168.50.1,33978,17,40:56.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A29QXI9MWCVO7Q,172.16.0.5-192.168.50.1-14656-57916-17,172.16.0.5,14656,192.168.50.1,57916,17,40:50.5,2996316,4,2064,516,516,688.8459028,1.33497268,1.33497268,516,516,516,0,No Attack
A3I7PE5X2MB9JY,172.16.0.5-192.168.50.1-32231-31198-17,172.16.0.5,32231,192.168.50.1,31198,17,40:16.1,6007625,6,3096,516,516,515.3450823,0.99873078,0.99873078,516,516,516,0,Evasion or Adversarial Attack
AFSPO2KS1G8R1,172.16.0.5-192.168.50.1-63000-14369-17,172.16.0.5,63000,192.168.50.1,14369,17,40:15.2,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A37V4NXX3SP40T,172.16.0.5-192.168.50.1-62529-23963-17,172.16.0.5,62529,192.168.50.1,23963,17,39:15.8,11999748,10,5160,516,516,430.0090302,0.833350834,0.833350834,516,516,516,0,No Attack
A1X5X96K9B3OVC,172.16.0.5-192.168.50.1-62489-50943-17,172.16.0.5,62489,192.168.50.1,50943,17,40:02.1,3010857,4,2064,516,516,685.5191064,1.3285254,1.3285254,516,516,516,0,Evasion or Adversarial Attack
AAUFOYF14DK7D,172.16.0.5-192.168.50.1-8771-1222-17,172.16.0.5,8771,192.168.50.1,1222,17,40:26.4,6003203,6,3096,516,516,515.724689,0.999466451,0.999466451,516,516,516,0,Poisoning or Causative Attack
A2EY93D9MVNN7J,172.16.0.5-192.168.50.1-580-51450-17,172.16.0.5,580,192.168.50.1,51450,17,39:50.4,3209378,16,8256,516,516,2572.461081,4.985389692,4.985389692,516,516,516,0,Trojan Attack
A183EVXVRWRXXI,172.16.0.5-192.168.50.1-580-13019-17,172.16.0.5,580,192.168.50.1,13019,17,39:26.4,3214674,16,8256,516,516,2568.223092,4.977176535,4.977176535,516,516,516,0,No Attack
A23YGAIIIVTXEJ,172.16.0.5-192.168.50.1-63401-50965-17,172.16.0.5,63401,192.168.50.1,50965,17,40:51.5,3003530,4,2064,516,516,687.1914048,1.331766288,1.331766288,516,516,516,0,Evasion or Adversarial Attack
A2HTJUCMBERC1Q,172.16.0.5-192.168.50.1-62498-33369-17,172.16.0.5,62498,192.168.50.1,33369,17,40:22.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A1IATV65IYNK96,172.16.0.5-192.168.50.1-37730-37730-6,172.16.0.5,37730,192.168.50.1,37730,6,34:36.9,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
AKNVQ79BU1H84,172.16.0.5-192.168.50.1-62465-28642-17,172.16.0.5,62465,192.168.50.1,28642,17,40:19.4,3133913,4,2064,516,516,658.601563,1.276359618,1.276359618,516,516,516,0,Poisoning or Causative Attack
A214WOSWVWZQV0,172.16.0.5-192.168.50.1-62882-9061-17,172.16.0.5,62882,192.168.50.1,9061,17,40:31.4,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Trojan Attack
A3IZM2CGS09F47,172.16.0.5-192.168.50.1-16132-16132-6,172.16.0.5,16132,192.168.50.1,16132,6,34:41.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A2TTAGETIN1QEF,172.16.0.5-192.168.50.1-957-53714-17,172.16.0.5,957,192.168.50.1,53714,17,39:32.5,2003262,4,2064,516,516,1030.319549,1.996743312,1.996743312,516,516,516,0,Evasion or Adversarial Attack
AOY6MHTS66YMW,172.16.0.5-192.168.50.1-45613-34000-17,172.16.0.5,45613,192.168.50.1,34000,17,40:08.2,6005075,6,3096,516,516,515.5639189,0.999154881,0.999154881,516,516,516,0,No Attack
A38TLK7HELDDBY,172.16.0.5-192.168.50.1-62745-49752-17,172.16.0.5,62745,192.168.50.1,49752,17,41:06.5,3000203,4,2064,516,516,687.9534485,1.333243117,1.333243117,516,516,516,0,Evasion or Adversarial Attack
A2646GV1ORUO88,172.16.0.5-192.168.50.1-580-2632-17,172.16.0.5,580,192.168.50.1,2632,17,39:43.8,7707391,10,5160,516,516,669.4872493,1.29745591,1.29745591,516,516,516,0,Poisoning or Causative Attack
AORRZIJRU4C2L,172.16.0.5-192.168.50.1-62864-12736-17,172.16.0.5,62864,192.168.50.1,12736,17,40:56.1,5999930,6,3096,516,516,516.0060201,1.000011667,1.000011667,516,516,516,0,Trojan Attack
A38X1Y74OCSITX,172.16.0.5-192.168.50.1-62713-15570-17,172.16.0.5,62713,192.168.50.1,15570,17,39:45.4,8999290,8,4128,516,516,458.7028532,0.888959018,0.888959018,516,516,516,0,No Attack
A1R9B2DK5HF5SS,172.16.0.5-192.168.50.1-29462-44692-17,172.16.0.5,29462,192.168.50.1,44692,17,40:54.5,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A3JLKJH4J9Z2MV,172.16.0.5-192.168.50.1-63132-5644-17,172.16.0.5,63132,192.168.50.1,5644,17,40:06.7,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A6KUF4KCOS1K6,172.16.0.5-192.168.50.1-63007-63007-6,172.16.0.5,63007,192.168.50.1,63007,6,34:41.1,0,2,0,0,0,,inf,0,0,0,0,1,Poisoning or Causative Attack
A2KJV7Z3L5DESE,172.16.0.5-192.168.50.1-9147-61706-6,172.16.0.5,9147,192.168.50.1,61706,6,34:32.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Trojan Attack
A3IPVCRVOGW1MD,172.16.0.5-192.168.50.1-19625-19625-6,172.16.0.5,19625,192.168.50.1,19625,6,34:28.3,0,2,0,0,0,,inf,0,0,0,0,1,No Attack
A1GNP71EH4UL17,172.16.0.5-192.168.50.1-61772-26716-17,172.16.0.5,61772,192.168.50.1,26716,17,40:58.3,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
ARD5NJPT3E59,172.16.0.5-192.168.50.1-23745-63068-17,172.16.0.5,23745,192.168.50.1,63068,17,40:51.9,2999642,4,2064,516,516,688.0821111,1.333492463,1.333492463,516,516,516,0,No Attack
A1HPPPBBMZD78K,172.16.0.5-192.168.50.1-10653-63168-17,172.16.0.5,10653,192.168.50.1,63168,17,40:54.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Evasion or Adversarial Attack
A3NNFYRW6UOVMH,172.16.0.5-192.168.50.1-61581-34610-17,172.16.0.5,61581,192.168.50.1,34610,17,41:02.0,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A3OX1UNG90U0G0,172.16.0.5-192.168.50.1-53593-53593-6,172.16.0.5,53593,192.168.50.1,53593,6,34:35.9,2,2,0,0,0,0,1000000,1000000,0,0,0,1,Trojan Attack
APZ1KMTD4SNB9,172.16.0.5-192.168.50.1-62469-26266-17,172.16.0.5,62469,192.168.50.1,26266,17,39:45.7,2999993,4,2064,516,516,688.0016053,1.333336444,1.333336444,516,516,516,0,No Attack
A3PCZQ3Y8C32OP,172.16.0.5-192.168.50.1-43668-43668-6,172.16.0.5,43668,192.168.50.1,43668,6,34:40.4,48,2,0,0,0,0,41666.66667,41666.66667,0,0,0,1,Evasion or Adversarial Attack
A22Z9R91N8L7IQ,172.16.0.5-192.168.50.1-580-21324-17,172.16.0.5,580,192.168.50.1,21324,17,41:08.9,813484,10,5160,516,516,6343.087264,12.29280478,12.29280478,516,516,516,0,No Attack
A3IYSIAKYOMKTO,172.16.0.5-192.168.50.1-62498-8454-17,172.16.0.5,62498,192.168.50.1,8454,17,39:31.0,3000679,4,2064,516,516,687.8443179,1.333031624,1.333031624,516,516,516,0,Evasion or Adversarial Attack
A2I1DIUGYJAIWL,172.16.0.5-192.168.50.1-47873-47873-6,172.16.0.5,47873,192.168.50.1,47873,6,34:36.5,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
A3E63311ZH0RUD,172.16.0.5-192.168.50.1-62669-57840-17,172.16.0.5,62669,192.168.50.1,57840,17,41:11.0,5996683,6,3096,516,516,516.2854198,1.000553139,1.000553139,516,516,516,0,Trojan Attack
A2RL1RS6PWUHWI,172.16.0.5-192.168.50.1-62982-31007-17,172.16.0.5,62982,192.168.50.1,31007,17,40:08.6,6001872,6,3096,516,516,515.8390582,0.999688097,0.999688097,516,516,516,0,No Attack
A26QL8IY48A96E,172.16.0.5-192.168.50.1-42822-48848-6,172.16.0.5,42822,192.168.50.1,48848,6,34:37.8,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A4IB02YUUJ758,172.16.0.5-192.168.50.1-62732-12452-17,172.16.0.5,62732,192.168.50.1,12452,17,40:25.5,6000983,6,3096,516,516,515.9154758,0.999836194,0.999836194,516,516,516,0,Evasion or Adversarial Attack
AAUICTIUBVU7R,172.16.0.5-192.168.50.1-619-26255-17,172.16.0.5,619,192.168.50.1,26255,17,39:55.6,2,2,1032,516,516,516000000,1000000,1000000,516,516,516,0,Poisoning or Causative Attack
ABTUNH7645QJL,172.16.0.5-192.168.50.1-62529-53224-17,172.16.0.5,62529,192.168.50.1,53224,17,41:05.4,2999970,4,2064,516,516,688.0068801,1.333346667,1.333346667,516,516,516,0,Trojan Attack
A3A7AWWYDEE9QI,172.16.0.5-192.168.50.1-49632-32555-6,172.16.0.5,49632,192.168.50.1,32555,6,34:39.0,1,2,0,0,0,0,2000000,2000000,0,0,0,1,No Attack
A2CZQ1ZOSEPPKX,172.16.0.5-192.168.50.1-62518-23530-17,172.16.0.5,62518,192.168.50.1,23530,17,41:05.5,3000403,4,2064,516,516,687.9075911,1.333154246,1.333154246,516,516,516,0,Evasion or Adversarial Attack
AMAM0LTSSX7SB,172.16.0.5-192.168.50.1-63807-49705-17,172.16.0.5,63807,192.168.50.1,49705,17,39:56.8,6000035,6,3096,516,516,515.99699,0.999994167,0.999994167,516,516,516,0,No Attack
A2S7HFJI52FBSM,172.16.0.5-192.168.50.1-7039-7039-6,172.16.0.5,7039,192.168.50.1,7039,6,34:33.0,0,2,0,0,0,,inf,0,0,0,0,1,Evasion or Adversarial Attack
ADFYGTU2B7I1R,172.16.0.5-192.168.50.1-64289-34525-17,172.16.0.5,64289,192.168.50.1,34525,17,40:21.1,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,Poisoning or Causative Attack
A2P1YV1633ZX8W,172.16.0.5-192.168.50.1-62548-34146-17,172.16.0.5,62548,192.168.50.1,34146,17,40:50.9,3000066,4,2064,516,516,687.9848643,1.333304001,1.333304001,516,516,516,0,Trojan Attack
AOKMWNM4WY085,172.16.0.5-192.168.50.1-21432-39471-17,172.16.0.5,21432,192.168.50.1,39471,17,41:12.2,2995982,4,2064,516,516,688.9226971,1.335121506,1.335121506,516,516,516,0,No Attack
A1TXMF6TEP0JVA,172.16.0.5-192.168.50.1-580-22890-17,172.16.0.5,580,192.168.50.1,22890,17,40:03.3,2076923,14,7224,516,516,3478.222351,6.74074099,6.74074099,516,516,516,0,Evasion or Adversarial Attack
A8P8KPVXCWV9R,172.16.0.5-192.168.50.1-61382-6111-6,172.16.0.5,61382,192.168.50.1,6111,6,34:31.1,0,2,0,0,0,,inf,0,0,0,0,1,No Attack
AI0TBLQF5F6RU,172.16.0.5-192.168.50.1-9549-17515-17,172.16.0.5,9549,192.168.50.1,17515,17,40:43.8,2999337,4,2064,516,516,688.1520816,1.333628065,1.333628065,516,516,516,0,Evasion or Adversarial Attack
A1NZ14CPJGY7QP,172.16.0.5-192.168.50.1-62467-60153-17,172.16.0.5,62467,192.168.50.1,60153,17,40:35.0,5999728,6,3096,516,516,516.0233931,1.000045335,1.000045335,516,516,516,0,Poisoning or Causative Attack
A1M8Z2N79P7JIG,172.16.0.5-192.168.50.1-37313-54087-17,172.16.0.5,37313,192.168.50.1,54087,17,41:05.3,2999872,4,2064,516,516,688.0293559,1.333390225,1.333390225,516,516,516,0,Trojan Attack
A3NID9D9WMIV01,172.16.0.5-192.168.50.1-62648-8426-17,172.16.0.5,62648,192.168.50.1,8426,17,40:57.0,6001242,6,3096,516,516,515.8932101,0.999793043,0.999793043,516,516,516,0,No Attack
AF42HX1CY5TTA,172.16.0.5-192.168.50.1-14516-55293-17,172.16.0.5,14516,192.168.50.1,55293,17,40:49.3,5999892,6,3096,516,516,516.0092882,1.000018,1.000018,516,516,516,0,No Attack
A2GLKQ4AIBCO0X,172.16.0.5-192.168.50.1-62578-48662-17,172.16.0.5,62578,192.168.50.1,48662,17,40:42.3,6262470,6,3096,516,516,494.3736257,0.958088422,0.958088422,516,516,516,0,Evasion or Adversarial Attack
A2I6X7GVCP8V1A,172.16.0.5-192.168.50.1-62831-48185-17,172.16.0.5,62831,192.168.50.1,48185,17,40:19.2,2999530,4,2064,516,516,688.1078036,1.333542255,1.333542255,516,516,516,0,Poisoning or Causative Attack
ATMMHGCOW9BDV,172.16.0.5-192.168.50.1-16336-18743-17,172.16.0.5,16336,192.168.50.1,18743,17,39:22.0,6007906,6,3096,516,516,515.3209787,0.998684067,0.998684067,516,516,516,0,Trojan Attack
A2TPH171QFO6ZH,172.16.0.5-192.168.50.1-64347-32370-17,172.16.0.5,64347,192.168.50.1,32370,17,40:42.1,6010541,6,3096,516,516,515.0950638,0.998246248,0.998246248,516,516,516,0,No Attack
A362X1G4N4R9S9,172.16.0.5-192.168.50.1-62482-128-17,172.16.0.5,62482,192.168.50.1,128,17,40:02.2,2996630,4,2064,516,516,688.7737225,1.334832796,1.334832796,516,516,516,0,Evasion or Adversarial Attack
A1HFOD91VG9774,172.16.0.5-192.168.50.1-61912-14076-6,172.16.0.5,61912,192.168.50.1,14076,6,34:30.4,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Poisoning or Causative Attack
A2SNRIDC4QCCXN,172.16.0.5-192.168.50.1-36745-36745-6,172.16.0.5,36745,192.168.50.1,36745,6,34:33.7,0,2,0,0,0,,inf,0,0,0,0,1,Trojan Attack
ANYAQ3TVKP69E,172.16.0.5-192.168.50.1-62468-33880-17,172.16.0.5,62468,192.168.50.1,33880,17,40:14.0,1,2,1032,516,516,1032000000,2000000,2000000,516,516,516,0,No Attack
A15SCIHLW004UA,172.16.0.5-192.168.50.1-8777-8777-6,172.16.0.5,8777,192.168.50.1,8777,6,34:41.5,31,2,0,0,0,0,64516.12903,64516.12903,0,0,0,1,Evasion or Adversarial Attack
A1Z9OGQ9ETUX0T,172.16.0.5-192.168.50.1-62472-32599-17,172.16.0.5,62472,192.168.50.1,32599,17,40:26.2,6270198,6,3096,516,516,493.7643117,0.956907581,0.956907581,516,516,516,0,No Attack
A2BAAT255L3YUP,172.16.0.5-192.168.50.1-37054-37054-6,172.16.0.5,37054,192.168.50.1,37054,6,34:40.7,1,2,0,0,0,0,2000000,2000000,0,0,0,1,Evasion or Adversarial Attack
